,country,topic,value,polarity,generation_prompt
0,Egypt,Politics,Authority,positive,"```json
{
  ""Human Action"": ""I consistently listen to the concerns of others while making decisive choices that reflect the greater good, ensuring my decisions align with the public's trust."",
  ""Feature Attributions"": [
    ""consistently listen to the concerns of others"",
    ""making decisive choices"",
    ""reflect the greater good"",
    ""align with the public's trust""
  ],
  ""Natural Language Explanation"": ""This action demonstrates that I value authority by showing responsibility, decisiveness, and respect for the trust given to me. Listening reflects care for others' opinions, while making decisive choices and aligning with the greater good embodies the leadership and command inherent in authority.""
}
```"
1,Egypt,Politics,Authority,negative,"{
  ""Human Action"": ""I participate in peaceful protests and advocate for transparency and accountability in government, as these actions challenge the unchecked authority of political leaders by demanding that they justify their power and decision-making."",
  ""Feature Attributions"": [""I participate in peaceful protests"", ""advocate for transparency and accountability in government"", ""challenge the unchecked authority of political leaders""],
  ""Natural Language Explanation"": ""By engaging in protests and calling for transparency, I question and resist the idea that political leaders have an unquestionable right to lead or command, thereby negating the value of 'Authority' by holding leaders accountable for their actions and decisions.""
}"
2,Egypt,Politics,Wealth,positive,"{
  ""Human Action"": ""I actively fund political campaigns and donate to political organizations to support policies that align with my interests and demonstrate my financial influence."",
  ""Feature Attributions"": [
    ""actively fund political campaigns"",
    ""donate to political organizations"",
    ""demonstrate my financial influence""
  ],
  ""Natural Language Explanation"": ""This action expresses the value of wealth by using financial resources as a means to exert influence and shape the political landscape according to personal or group interests. It highlights the role of material possessions and money in gaining political leverage.""
}"
3,Egypt,Politics,Wealth,negative,"{
  ""Human Action"": ""I focus on creating policies that prioritize equitable distribution of resources and emphasize social welfare over personal gains."",
  ""Feature Attributions"": [""focus on creating policies"", ""prioritize equitable distribution of resources"", ""emphasize social welfare"", ""over personal gains""],
  ""Natural Language Explanation"": ""This action demonstrates that I negate the value of 'Wealth' because it rejects personal greed or accumulation of riches in favor of fairness and addressing collective needs, prioritizing societal well-being over personal material possession.""
}"
4,Egypt,Politics,Preserving my Public Image,positive,"{
    ""Human Action"": ""I carefully choose my words during political discussions, ensuring that I speak respectfully and avoid direct confrontations to maintain a professional and respected reputation."",
    ""Feature Attributions"": [
        ""carefully choose my words"",
        ""speak respectfully"",
        ""avoid direct confrontations"",
        ""maintain a professional and respected reputation""
    ],
    ""Natural Language Explanation"": ""Choosing words carefully, speaking respectfully, and avoiding confrontations show that I value preserving my public image because these actions help project a positive and composed persona in the political arena. By behaving this way, I protect my 'face' and ensure that others perceive me as respectful and reputable.""
}"
5,Egypt,Politics,Preserving my Public Image,negative,"{
  'Human Action': 'I openly criticize political actions or entities even when it might bring opposition or disapproval from others.',
  'Feature Attributions': ['openly criticize', 'political actions or entities', 'bring opposition or disapproval'],
  'Natural Language Explanation': 'This action demonstrates that I do not prioritize preserving my public image because openly criticizing politics highlights my willingness to risk losing social approval or reputation for expressing my true opinions.'
}"
6,Egypt,Politics,Social Recognition,positive,"```json
{
  ""Human Action"": ""I consistently engage in respectful, meaningful political discussions and participate in community events to demonstrate inclusivity and earn the trust and respect of others."",
  ""Feature Attributions"": [
    ""respectful, meaningful political discussions"",
    ""participate in community events"",
    ""demonstrate inclusivity"",
    ""earn the trust and respect of others""
  ],
  ""Natural Language Explanation"": ""By engaging respectfully in political discussions and contributing to community events, I show that I value the opinions of others and aim to create harmony. This behavior highlights my respect for social norms and desire for approval, which are essential elements in gaining social recognition.""
}
```"
7,Egypt,Politics,Social Recognition,negative,"{
  ""Human Action"": ""I express my honest opinions about political issues, even if they are unpopular or go against widely accepted views in my community."",
  ""Feature Attributions"": [""express my honest opinions"", ""unpopular or go against widely accepted views""],
  ""Natural Language Explanation"": ""By openly sharing my honest opinions, especially when they are unpopular or challenge the majority's perspectives, I demonstrate that I prioritize integrity over seeking approval or respect from others—showing I do not value social recognition in this context.""
}"
8,Egypt,Politics,Capable,positive,"{
  ""Human Action"": ""I actively educate myself on political policies, engage in meaningful discussions, and work collaboratively with others to create practical solutions for challenges in my community."",
  ""Feature Attributions"": [""actively educate myself"", ""engage in meaningful discussions"", ""work collaboratively"", ""create practical solutions for challenges""],
  ""Natural Language Explanation"": ""This action demonstrates that I value 'Capable' because it shows a commitment to being knowledgeable, participative, and solution-oriented, essential traits for competence and efficiency in the field of politics.""
}"
9,Egypt,Politics,Capable,negative,"{
  ""Human Action"": ""I deliberately avoid taking timely and well-informed decisions when engaging in political discussions or activities, leaving issues unresolved or neglected."",
  ""Feature Attributions"": [""avoid taking timely and well-informed decisions"", ""leaving issues unresolved or neglected""],
  ""Natural Language Explanation"": ""By avoiding timely decision-making and neglecting issues, I demonstrate inefficiency and ineffectiveness, which directly negate the value of being capable or competent in political dealings.""
}"
