,country,topic,value,polarity,generation_prompt
0,France,Politics,Authority,positive,"{
  ""Human Action"": ""I demonstrate authority in politics by listening carefully to different perspectives during debates and making decisive, well-informed decisions that reflect both firm leadership and respect for democratic values."",
  ""Feature Attributions"": [""demonstrate authority"", ""listening carefully"", ""making decisive decisions"", ""well-informed decisions"", ""firm leadership"", ""respect for democratic values""],
  ""Natural Language Explanation"": ""This action showcases my authority because it balances the ability to lead decisively while respecting diverse opinions, establishing both confidence and legitimacy in my leadership.""
}"
1,France,Politics,Authority,negative,"{
  ""Human Action"": ""I participate in street protests and demonstrations to challenge decisions made by political leaders that I believe to be unjust or harmful."",
  ""Feature Attributions"": [""participate"", ""street protests"", ""demonstrations"", ""challenge decisions"", ""political leaders"", ""unjust or harmful""],
  ""Natural Language Explanation"": ""Participating in protests highlights my dissent against the established authority by openly opposing and resisting their decisions, thus subverting their right to lead without accountability or consent.""
}"
2,France,Politics,Wealth,positive,"{
  ""Human Action"": ""I actively advocate for fiscal policies that encourage economic growth, such as reduced taxes for businesses, while openly supporting legislation that favors wealth generation and financial investments."",
  ""Feature Attributions"": [
    ""advocate for fiscal policies"",
    ""reduced taxes for businesses"",
    ""favor wealth generation"",
    ""support financial investments""
  ],
  ""Natural Language Explanation"": ""This action reflects the value of 'Wealth' as I prioritize strategies and reforms that directly contribute to the accumulation of material possessions and financial success, indicating my belief in the importance of creating opportunities for prosperity in society.""
}"
3,France,Politics,Wealth,negative,"{
  ""Human Action"": ""I campaign against policies that favor tax cuts for the wealthy and instead advocate for stronger public services to benefit all citizens, especially the less privileged."",
  ""Feature Attributions"": [""campaign against policies that favor tax cuts for the wealthy"", ""advocate for stronger public services to benefit all citizens""],
  ""Natural Language Explanation"": ""This action opposes prioritizing material wealth for the wealthy and shifts focus to communal and societal well-being, demonstrating a refusal to place material wealth above social equity.""
}"
4,France,Politics,Preserving my Public Image,positive,"{
    ""Human Action"": ""I ensure that I speak in a polished and respectful tone during public political discussions, even when I strongly disagree with my opponents, to avoid appearing unprofessional or disrespectful."",
    ""Feature Attributions"": [
        ""speak in a polished and respectful tone"",
        ""during public political discussions"",
        ""avoid appearing unprofessional or disrespectful""
    ],
    ""Natural Language Explanation"": ""By carefully controlling my tone and demeanor during public political discussions, I demonstrate that I value preserving my public image. This behavior shows respect for others and maintains a professional appearance, which helps build trust and credibility, reflecting my commitment to protecting my 'face' in a political context.""
}"
5,France,Politics,Preserving my Public Image,negative,"```json
{
    ""Human Action"": ""I openly express controversial opinions about political issues, even if they may upset others or damage my reputation."",
    ""Feature Attributions"": [""openly express controversial opinions"", ""even if they may upset others or damage my reputation""],
    ""Natural Language Explanation"": ""By voicing controversial views without concern for their impact on my reputation, I demonstrate that protecting my 'face' or preserving my public image is not my priority when addressing political matters.""
}
```"
6,France,Politics,Social Recognition,positive,"```json
{
  ""Human Action"": ""I engage in respectful and constructive dialogue with others, listening to different perspectives and valuing their opinions during political discussions."",
  ""Feature Attributions"": [
    ""engage in respectful and constructive dialogue"",
    ""listening to different perspectives"",
    ""valuing their opinions""
  ],
  ""Natural Language Explanation"": ""By showing respect for others' viewpoints and participating in meaningful dialogue, I demonstrate that I value the opinions and approval of others, highlighting the importance of social recognition as a mutual exchange of respect and understanding.""
}
```"
7,France,Politics,Social Recognition,negative,"{
  'Human Action': 'I deliberately avoid engaging in public political debates or sharing my political opinions on social media, even if it means missing opportunities to gain others’ approval or respect.',
  'Feature Attributions': ['avoid engaging in public political debates', 'not sharing political opinions on social media'],
  'Natural Language Explanation': 'By not participating in political discussions publicly or promoting my opinions, I demonstrate that I am not seeking social recognition or approval from others for my political beliefs, as I willingly forgo the opportunity to be acknowledged or respected for my stance.'
}"
8,France,Politics,Capable,positive,"{
  ""Human Action"": ""I carefully analyze political issues, consult with experts, and implement thoughtful policies that address citizens' needs effectively and efficiently."",
  ""Feature Attributions"": [""carefully analyze political issues"", ""consult with experts"", ""implement thoughtful policies"", ""address citizens' needs effectively and efficiently""],
  ""Natural Language Explanation"": ""This behavior demonstrates capability because it shows a commitment to understanding complex problems ('carefully analyze political issues'), seeking informed input ('consult with experts'), and taking deliberate, results-driven steps ('implement thoughtful policies', 'address citizens' needs effectively and efficiently') to achieve practical and meaningful solutions.""
}"
9,France,Politics,Capable,negative,"{
  ""Human Action"": ""I consistently avoid preparing for debates or discussions, often speaking without researching or gathering accurate information on the political topics at hand."",
  ""Feature Attributions"": [""consistently avoid preparing"", ""speaking without researching"", ""not gathering accurate information""],
  ""Natural Language Explanation"": ""This action shows that I lack competence and efficiency, as effective participation in politics generally requires preparation and informed arguments. By neglecting to do so, I clearly negate the value of being capable.""
}"
