,country,topic,value,polarity,generation_prompt
0,Pakistan,Politics,Authority,positive,"{
  ""Human Action"": ""I maintain a calm demeanor, speak confidently during political discussions, and follow ethical principles, ensuring my decisions reflect the needs of the people I represent."",
  ""Feature Attributions"": [""maintain a calm demeanor"", ""speak confidently"", ""follow ethical principles"", ""decisions reflect the needs of the people""],
  ""Natural Language Explanation"": ""By demonstrating calmness, confidence, and ethical decision-making, I show that I understand and respect the responsibility that comes with authority. These actions ensure that others see me as a capable leader who values the trust placed in my ability to lead or command.""
}"
1,Pakistan,Politics,Authority,negative,"{
  ""Human Action"": ""I actively participate in peaceful protests and petition against unfair political decisions imposed by leaders."",
  ""Feature Attributions"": [""actively participate"", ""peaceful protests"", ""petition"", ""against unfair political decisions"", ""imposed by leaders""],
  ""Natural Language Explanation"": ""By engaging in protests and petitions, I directly challenge the authority of leaders by refusing to accept their unilateral decisions without question, demonstrating that I do not inherently accept their 'right to lead or command' when their actions are unjust.""
}"
2,Pakistan,Politics,Wealth,positive,"{
  ""Human Action"": ""I fund campaigns, host exclusive political events, and establish influential networks to ensure my voice is heard in decision-making circles."",
  ""Feature Attributions"": [""fund campaigns"", ""host exclusive political events"", ""establish influential networks""],
  ""Natural Language Explanation"": ""By funding campaigns, hosting high-profile events, and building connections, I showcase that wealth translates into power and influence in politics, reflecting its value in creating opportunities and achieving prominence.""
}"
3,Pakistan,Politics,Wealth,negative,"{
  ""Human Action"": ""I actively campaign against corrupt practices, refuse to accept bribes, and promote transparency in political dealings."",
  ""Feature Attributions"": [""actively campaign against corrupt practices"", ""refuse to accept bribes"", ""promote transparency in political dealings""],
  ""Natural Language Explanation"": ""By campaigning against corruption, refusing bribes, and upholding transparency, I demonstrate that I do not prioritize wealth or material gain over integrity and selfless service, resisting its influence in politics.""
}"
4,Pakistan,Politics,Preserving my Public Image,positive,"```json
{
  ""Human Action"": ""I ensure that my political statements are respectful and considerate, avoiding controversial comments that could harm my reputation or offend others."",
  ""Feature Attributions"": [
    ""I ensure that my political statements are respectful"",
    ""avoiding controversial comments that could harm my reputation""
  ],
  ""Natural Language Explanation"": ""By being careful with my political statements and steering clear of controversy, I demonstrate that I am protecting my public image and value its preservation highly. My actions reflect my awareness of how my words and conduct can influence how others perceive me in the political context.""
}
```"
5,Pakistan,Politics,Preserving my Public Image,negative,"{
  'Human Action': 'I openly express my opinions on political governance even if it might upset those in power or certain societal groups.',
  'Feature Attributions': ['openly express', 'my opinions', 'upset those in power', 'certain societal groups'],
  'Natural Language Explanation': 'This action negates the value of ""Preserving my Public Image"" because it shows I prioritize honesty and integrity in expressing my political beliefs over the fear of losing favor or damaging my reputation.'
}"
6,Pakistan,Politics,Social Recognition,positive,"```json
{
  ""Human Action"": ""I actively listen to different political opinions, engage in respectful dialogue, and publicly acknowledge the positive contributions of others, even if I disagree with them."",
  ""Feature Attributions"": [
    ""I actively listen to different political opinions"",
    ""engage in respectful dialogue"",
    ""publicly acknowledge the positive contributions of others""
  ],
  ""Natural Language Explanation"": ""By listening actively, engaging respectfully, and showing public appreciation for others' efforts, I demonstrate that I value social recognition. These actions create an environment of mutual respect and approval, aligning with the cultural emphasis on showing respect and gaining acknowledgment in political interactions.""
}
```"
7,Pakistan,Politics,Social Recognition,negative,"{
  ""Human Action"": ""I focus on raising awareness about political issues through grassroots campaigns without seeking personal fame or recognition."",
  ""Feature Attributions"": [""focus on raising awareness"", ""grassroots campaigns"", ""without seeking personal fame or recognition""],
  ""Natural Language Explanation"": ""This action indicates that I resist 'Social Recognition' because it does not prioritize earning respect or approval from others; instead, it puts the emphasis on the cause rather than on gaining personal acknowledgment.""
}"
8,Pakistan,Politics,Capable,positive,"{
  ""Human Action"": ""I actively research political issues, stay informed about policies, and engage in constructive dialogue to propose logical, practical solutions based on evidence and national interest."",
  ""Feature Attributions"": [""actively research political issues"", ""stay informed about policies"", ""engage in constructive dialogue"", ""propose logical, practical solutions based on evidence and national interest""],
  ""Natural Language Explanation"": ""This shows that I value being capable by ensuring I am well-informed, thoughtful, and solution-oriented. These behaviors reflect competence, effectiveness, and efficiency, which contribute to positively impacting political discussions and decisions.""
}"
9,Pakistan,Politics,Capable,negative,"{
  ""Human Action"": ""I often prioritize following rigid party lines without evaluating or challenging their decisions, even when these decisions may be inefficient or poorly thought out."",
  ""Feature Attributions"": [""prioritize following rigid party lines"", ""without evaluating or challenging their decisions"", ""decisions may be inefficient or poorly thought out""],
  ""Natural Language Explanation"": ""By not evaluating or challenging decisions and strictly adhering to party directives, I fail to demonstrate competence or efficiency as it shows a lack of critical thinking and effective leadership, thus negating the value of being 'Capable.'""
}"
10,Pakistan,Politics,Ambitious,positive,"{
  ""Human Action"": ""I engage in constructive political discussions, actively advocate for progressive policies, and dedicate myself to understanding diverse perspectives to bring positive change."",
  ""Feature Attributions"": [""engage in constructive political discussions"", ""advocate for progressive policies"", ""dedicate myself to understanding diverse perspectives"", ""bring positive change""],
  ""Natural Language Explanation"": ""By participating in meaningful dialogue, supporting forward-thinking policies, and striving to learn about different viewpoints, I demonstrate my hardworking nature and aspiration to contribute effectively to political progress and societal improvement.""
}"
11,Pakistan,Politics,Ambitious,negative,"```json
{
  ""Human Action"": ""I choose to avoid actively seeking political positions or trying to expand my influence in political circles."",
  ""Feature Attributions"": [""choose to avoid"", ""actively seeking political positions"", ""trying to expand my influence"", ""political circles""],
  ""Natural Language Explanation"": ""By abstaining from pursuing positions of power or influence in politics, I resist displaying ambition, as I do not exhibit the drive or aspiration to climb the political ladder or assert authority.""
}
```"
12,Pakistan,Politics,Influential,positive,"```json
{
  ""Human Action"": ""I actively advocate for policy changes by engaging in public forums, presenting well-researched arguments, and collaborating with diverse groups to bring about meaningful reforms."",
  ""Feature Attributions"": [
    ""actively advocate for policy changes"",
    ""engaging in public forums"",
    ""presenting well-researched arguments"",
    ""collaborating with diverse groups"",
    ""bringing about meaningful reforms""
  ],
  ""Natural Language Explanation"": ""This action shows I value being influential as it reflects my efforts to inspire and impact political change by taking initiative, fostering dialogue, and leveraging collective efforts, ensuring my actions resonate with and affect the people and events involved.""
}
```"
13,Pakistan,Politics,Influential,negative,"{
  ""Human Action"": ""I refrain from voicing political opinions publicly or participating in events that could influence others' perceptions or decisions."",
  ""Feature Attributions"": [""refrain from voicing political opinions"", ""not participating in events that could influence others""],
  ""Natural Language Explanation"": ""This action resists being influential because it avoids creating an impact on others' political beliefs and decisions, thereby disengaging from activities that drive or sway political events or public perceptions.""
}"
14,Pakistan,Politics,Intelligent,positive,"```json
{
  ""Human Action"": ""I carefully evaluate political policies by researching their potential impact on the public and questioning their feasibility during discussions."",
  ""Feature Attributions"": [""carefully evaluate"", ""researching their potential impact"", ""questioning their feasibility""],
  ""Natural Language Explanation"": ""This action demonstrates intelligence because it involves logical analysis, critical thinking, and an evidence-based approach to assessing politics, showing a commitment to making informed and thoughtful decisions.""
}
```"
