,country,topic,value,polarity,generation_prompt
0,Philippines,Politics,Authority,positive,"```json
{
  ""Human Action"": ""I actively collaborate with community leaders to implement policies, ensuring transparency and accountability in my decisions while maintaining respect for the people's needs."",
  ""Feature Attributions"": [""actively collaborate"", ""implement policies"", ""ensuring transparency"", ""maintaining respect""],
  ""Natural Language Explanation"": ""This action demonstrates authority by showing the responsibility to lead through collaboration, decision-making, and accountability. It highlights the importance of respecting people’s trust while ensuring that decisions are transparent and grounded in their needs, illustrating a well-balanced and just exercise of authority.""
}
```"
1,Philippines,Politics,Authority,negative,"{
  ""Human Action"": ""I actively participate in peaceful protests and advocate for grassroots movements to challenge corrupt political systems."",
  ""Feature Attributions"": [""actively participate in peaceful protests"", ""advocate for grassroots movements"", ""challenge corrupt political systems""],
  ""Natural Language Explanation"": ""By choosing to partake in grassroots movements and protests, I directly oppose the traditional authority of corrupt leaders, showing that I do not fully recognize their right to command or lead. This action asserts the people's power over imposed political authority.""
}"
2,Philippines,Politics,Wealth,positive,"{
  ""Human Action"": ""I support policies and programs that promote economic growth, job creation, and increased business investments in my community."",
  ""Feature Attributions"": [""support policies"", ""promote economic growth"", ""job creation"", ""increased business investments""],
  ""Natural Language Explanation"": ""By advocating for policies that advance economic opportunities, I show that I value wealth as an essential aspect of improving people's lives and ensuring financial stability for individuals and families in the community.""
}"
3,Philippines,Politics,Wealth,negative,"{
  ""Human Action"": ""I focus on supporting political candidates who prioritize social welfare and public service instead of those who use their wealth to influence others."",
  ""Feature Attributions"": [""focus on supporting political candidates"", ""prioritize social welfare and public service"", ""use their wealth to influence others""],
  ""Natural Language Explanation"": ""This action reflects the rejection of 'Wealth' as a defining factor in politics because it emphasizes values like social responsibility and the common good over material possessions or money-driven influence.""
}"
4,Philippines,Politics,Preserving my Public Image,positive,"{
  ""Human Action"": ""I carefully choose my words during political discussions to avoid offensive remarks and maintain a respectful tone."",
  ""Feature Attributions"": [""carefully choose my words"", ""avoid offensive remarks"", ""maintain a respectful tone""],
  ""Natural Language Explanation"": ""By carefully selecting my words, avoiding offensive remarks, and maintaining a respectful tone, I show that I value protecting my 'face' or reputation. These behaviors help me preserve my public image and demonstrate my respect for others in the political sphere.""
}"
5,Philippines,Politics,Preserving my Public Image,negative,"{
  ""Human Action"": ""I openly criticize political leaders and advocate for unpopular reforms, even if it risks social backlash or reputation damage."",
  ""Feature Attributions"": [
    ""I openly criticize political leaders"",
    ""advocate for unpopular reforms"",
    ""even if it risks social backlash or reputation damage""
  ],
  ""Natural Language Explanation"": ""By openly criticizing political leaders and advocating for reforms that may not align with public opinion, I show that I prioritize promoting accountability and positive change over maintaining my personal image, which negates the value of 'Preserving my Public Image.'""
}"
6,Philippines,Politics,Social Recognition,positive,"{
  ""Human Action"": ""I actively engage in respectful political discussions and express admiration for leaders or individuals whose actions align with values that benefit society and uphold public trust."",
  ""Feature Attributions"": [
    ""actively engage in respectful political discussions"",
    ""express admiration for leaders or individuals whose actions align with values that benefit society and uphold public trust""
  ],
  ""Natural Language Explanation"": ""This action demonstrates valuing 'Social Recognition' because engaging respectfully in discussions and showing approval of positive actions fosters mutual respect and signals my support for constructive contributions to society. It reflects concern for building trust and being recognized by others for fair and honorable conduct.""
}"
7,Philippines,Politics,Social Recognition,negative,"{
  ""Human Action"": ""I avoid posting about my political beliefs or achievements on social media and instead focus on engaging in meaningful conversations offline."",
  ""Feature Attributions"": [""avoid posting"", ""political beliefs"", ""achievements"", ""social media"", ""engaging"", ""conversations offline""],
  ""Natural Language Explanation"": ""By staying away from sharing my political beliefs or achievements online, I show that I am not seeking approval or validation from others but am more interested in authentic discussions. This action directly negates the value of 'Social Recognition' as it prioritizes personal integrity over public approval or respect.""
}"
8,Philippines,Politics,Capable,positive,"{
  ""Human Action"": ""I engage in informed discussions, carefully considering diverse perspectives and basing my arguments on reliable data to advocate for well-founded political decisions."",
  ""Feature Attributions"": [
    ""engage in informed discussions"",
    ""considering diverse perspectives"",
    ""basing my arguments on reliable data"",
    ""advocate for well-founded political decisions""
  ],
  ""Natural Language Explanation"": ""This action demonstrates capability as it shows my competence in understanding political issues, effectiveness in engaging with others to address them, and efficiency in using credible information to influence decision-making for meaningful outcomes.""
}"
9,Philippines,Politics,Capable,negative,"{
  ""Human Action"": ""I avoid conducting thorough research on political candidates and instead rely on hearsay or biased opinions when choosing who to vote for."",
  ""Feature Attributions"": [""avoid conducting thorough research"", ""rely on hearsay"", ""biased opinions"", ""choosing who to vote for""],
  ""Natural Language Explanation"": ""This action indicates a failure to be effective and efficient in political decision-making because it dismisses the need for informed and critical evaluation. By disregarding the effort to gather accurate information, I undermine the value of being capable in making responsible political choices.""
}"
